Rank|LRPT|Main Element|Arity|Is Canonical|Is Strictly Increasing|RPT Rank|Sequence Rank|Sequence Max Value
760|4(0, 1, 0, 0)|4|4|False|False|22|644|4
761|0(1(0), 0, 0, 0)|0|4|True|False|50|122|1
762|1(0(1), 0, 0, 0)|1|4|False|False|50|229|1
763|2(2, 0, 0, 0)|2|4|False|False|22|354|2
764|3(0(0), 0, 0, 0)|3|4|False|False|50|419|3
765|4(1, 0, 0, 0)|4|4|False|False|22|643|4
766|5(0, 0, 0, 0)|5|4|False|False|22|642|5
767|0(0, 0, 0, 0, 0(1))|0|5|True|False|195|254|1
768|0(0, 0, 0, 1, 2)|0|5|True|False|64|473|2
769|0(0, 0, 1, 0, 2)|0|5|True|False|64|470|2
770|0(0, 1, 0, 0, 2)|0|5|True|False|64|464|2
771|0(1, 0, 0, 0, 2)|0|5|True|False|64|454|2
772|1(0, 0, 0, 0, 2)|1|5|False|False|64|439|2
773|0(0, 0, 0, 0(0), 0(0))|0|5|True|False|619|255|0
774|0(0, 0, 1, 1, 0(0))|0|5|True|False|195|494|1
775|0(0, 1, 0, 1, 0(0))|0|5|True|False|195|490|1
776|0(1, 0, 0, 1, 0(0))|0|5|True|False|195|485|1
777|1(0, 0, 0, 1, 0(0))|1|5|False|False|195|479|1
778|0(0, 0, 0(0), 0, 0(0))|0|5|True|False|610|255|0
779|0(0, 1, 1, 0, 0(0))|0|5|True|False|195|489|1
780|0(1, 0, 1, 0, 0(0))|0|5|True|False|195|484|1
781|1(0, 0, 1, 0, 0(0))|1|5|False|False|195|478|1
782|0(0, 0(0), 0, 0, 0(0))|0|5|True|False|582|255|0
783|0(1, 1, 0, 0, 0(0))|0|5|True|False|195|483|1
784|1(0, 1, 0, 0, 0(0))|1|5|False|False|195|477|1
785|0(0(0), 0, 0, 0, 0(0))|0|5|True|False|492|255|0
786|1(1, 0, 0, 0, 0(0))|1|5|False|False|195|476|1
787|2(0, 0, 0, 0, 0(0))|2|5|False|False|195|475|2
788|0(0, 0, 0, 2, 1)|0|5|False|False|64|472|2
789|0(0, 0, 1, 0(0), 1)|0|5|True|False|194|496|1
790|0(0, 1, 0, 0(0), 1)|0|5|True|False|194|492|1
791|0(1, 0, 0, 0(0), 1)|0|5|True|False|194|487|1
792|1(0, 0, 0, 0(0), 1)|1|5|False|False|194|481|1
793|0(0, 0, 0(0), 1, 1)|0|5|True|False|191|501|1
794|0(0, 1, 1, 1, 1)|0|5|True|False|64|873|1
795|0(1, 0, 1, 1, 1)|0|5|True|False|64|853|1
796|1(0, 0, 1, 1, 1)|1|5|False|False|64|818|1
797|0(0, 0(0), 0, 1, 1)|0|5|True|False|182|501|1
798|0(1, 1, 0, 1, 1)|0|5|True|False|64|847|1
799|1(0, 1, 0, 1, 1)|1|5|False|False|64|812|1
800|0(0(0), 0, 0, 1, 1)|0|5|True|False|154|501|1
801|1(1, 0, 0, 1, 1)|1|5|False|False|64|802|1
802|2(0, 0, 0, 1, 1)|2|5|False|False|64|787|2
803|0(0, 0, 2, 0, 1)|0|5|False|False|64|467|2
804|0(0, 1, 0(0), 0, 1)|0|5|True|False|191|492|1
805|0(1, 0, 0(0), 0, 1)|0|5|True|False|191|487|1
806|1(0, 0, 0(0), 0, 1)|1|5|False|False|191|481|1
807|0(0, 0(0), 1, 0, 1)|0|5|True|False|182|499|1
808|0(1, 1, 1, 0, 1)|0|5|True|False|64|845|1
809|1(0, 1, 1, 0, 1)|1|5|False|False|64|810|1
810|0(0(0), 0, 1, 0, 1)|0|5|True|False|154|499|1
811|1(1, 0, 1, 0, 1)|1|5|False|False|64|800|1
812|2(0, 0, 1, 0, 1)|2|5|False|False|64|785|2
813|0(0, 2, 0, 0, 1)|0|5|False|False|64|458|2
814|0(1, 0(0), 0, 0, 1)|0|5|True|False|182|487|1
815|1(0, 0(0), 0, 0, 1)|1|5|False|False|182|481|1
816|0(0(0), 1, 0, 0, 1)|0|5|True|False|154|496|1
817|1(1, 1, 0, 0, 1)|1|5|False|False|64|797|1
818|2(0, 1, 0, 0, 1)|2|5|False|False|64|782|2
819|0(2, 0, 0, 0, 1)|0|5|False|False|64|444|2
820|1(0(0), 0, 0, 0, 1)|1|5|False|False|154|481|1
821|2(1, 0, 0, 0, 1)|2|5|False|False|64|778|2
822|3(0, 0, 0, 0, 1)|3|5|False|False|64|773|3
823|0(0, 0, 0, 0(1), 0)|0|5|True|False|194|253|1
824|0(0, 0, 1, 2, 0)|0|5|True|False|64|468|2
825|0(0, 1, 0, 2, 0)|0|5|True|False|64|462|2
826|0(1, 0, 0, 2, 0)|0|5|True|False|64|452|2
827|1(0, 0, 0, 2, 0)|1|5|False|False|64|437|2
828|0(0, 0, 0(0), 0(0), 0)|0|5|True|False|609|255|0
829|0(0, 1, 1, 0(0), 0)|0|5|True|False|194|489|1
830|0(1, 0, 1, 0(0), 0)|0|5|True|False|194|484|1
831|1(0, 0, 1, 0(0), 0)|1|5|False|False|194|478|1
832|0(0, 0(0), 0, 0(0), 0)|0|5|True|False|581|255|0
833|0(1, 1, 0, 0(0), 0)|0|5|True|False|194|483|1
834|1(0, 1, 0, 0(0), 0)|1|5|False|False|194|477|1
835|0(0(0), 0, 0, 0(0), 0)|0|5|True|False|491|255|0
836|1(1, 0, 0, 0(0), 0)|1|5|False|False|194|476|1
837|2(0, 0, 0, 0(0), 0)|2|5|False|False|194|475|2
838|0(0, 0, 2, 1, 0)|0|5|False|False|64|466|2
839|0(0, 1, 0(0), 1, 0)|0|5|True|False|191|491|1
840|0(1, 0, 0(0), 1, 0)|0|5|True|False|191|486|1
841|1(0, 0, 0(0), 1, 0)|1|5|False|False|191|480|1
842|0(0, 0(0), 1, 1, 0)|0|5|True|False|182|498|1
843|0(1, 1, 1, 1, 0)|0|5|True|False|64|844|1
844|1(0, 1, 1, 1, 0)|1|5|False|False|64|809|1
845|0(0(0), 0, 1, 1, 0)|0|5|True|False|154|498|1
846|1(1, 0, 1, 1, 0)|1|5|False|False|64|799|1
847|2(0, 0, 1, 1, 0)|2|5|False|False|64|784|2
848|0(0, 2, 0, 1, 0)|0|5|False|False|64|457|2
849|0(1, 0(0), 0, 1, 0)|0|5|True|False|182|486|1
850|1(0, 0(0), 0, 1, 0)|1|5|False|False|182|480|1
851|0(0(0), 1, 0, 1, 0)|0|5|True|False|154|495|1
852|1(1, 1, 0, 1, 0)|1|5|False|False|64|796|1
853|2(0, 1, 0, 1, 0)|2|5|False|False|64|781|2
854|0(2, 0, 0, 1, 0)|0|5|False|False|64|443|2
855|1(0(0), 0, 0, 1, 0)|1|5|False|False|154|480|1
856|2(1, 0, 0, 1, 0)|2|5|False|False|64|777|2
857|3(0, 0, 0, 1, 0)|3|5|False|False|64|772|3
858|0(0, 0, 0(1), 0, 0)|0|5|True|False|191|252|1
859|0(0, 1, 2, 0, 0)|0|5|True|False|64|459|2
860|0(1, 0, 2, 0, 0)|0|5|True|False|64|449|2
861|1(0, 0, 2, 0, 0)|1|5|False|False|64|434|2
862|0(0, 0(0), 0(0), 0, 0)|0|5|True|False|578|255|0
863|0(1, 1, 0(0), 0, 0)|0|5|True|False|191|483|1
864|1(0, 1, 0(0), 0, 0)|1|5|False|False|191|477|1
865|0(0(0), 0, 0(0), 0, 0)|0|5|True|False|488|255|0
866|1(1, 0, 0(0), 0, 0)|1|5|False|False|191|476|1
867|2(0, 0, 0(0), 0, 0)|2|5|False|False|191|475|2
868|0(0, 2, 1, 0, 0)|0|5|False|False|64|456|2
869|0(1, 0(0), 1, 0, 0)|0|5|True|False|182|485|1
870|1(0, 0(0), 1, 0, 0)|1|5|False|False|182|479|1
871|0(0(0), 1, 1, 0, 0)|0|5|True|False|154|494|1
872|1(1, 1, 1, 0, 0)|1|5|False|False|64|795|1
873|2(0, 1, 1, 0, 0)|2|5|False|False|64|780|2
874|0(2, 0, 1, 0, 0)|0|5|False|False|64|442|2
875|1(0(0), 0, 1, 0, 0)|1|5|False|False|154|479|1
876|2(1, 0, 1, 0, 0)|2|5|False|False|64|776|2
877|3(0, 0, 1, 0, 0)|3|5|False|False|64|771|3
878|0(0, 0(1), 0, 0, 0)|0|5|True|False|182|251|1
879|0(1, 2, 0, 0, 0)|0|5|True|False|64|445|2
880|1(0, 2, 0, 0, 0)|1|5|False|False|64|430|2
881|0(0(0), 0(0), 0, 0, 0)|0|5|True|False|479|255|0
882|1(1, 0(0), 0, 0, 0)|1|5|False|False|182|476|1
883|2(0, 0(0), 0, 0, 0)|2|5|False|False|182|475|2
884|0(2, 1, 0, 0, 0)|0|5|False|False|64|441|2
885|1(0(0), 1, 0, 0, 0)|1|5|False|False|154|478|1
886|2(1, 1, 0, 0, 0)|2|5|False|False|64|775|2
887|3(0, 1, 0, 0, 0)|3|5|False|False|64|770|3
888|0(0(1), 0, 0, 0, 0)|0|5|True|False|154|250|1
889|1(2, 0, 0, 0, 0)|1|5|False|False|64|425|2
890|2(0(0), 0, 0, 0, 0)|2|5|False|False|154|475|2
891|3(1, 0, 0, 0, 0)|3|5|False|False|64|769|3
892|4(0, 0, 0, 0, 0)|4|5|False|False|64|768|4
893|0(0, 0, 0, 0, 0, 2)|0|6|False|False|196|502|2
894|0(0, 0, 0, 0, 1, 0(0))|0|6|True|False|624|508|1
895|0(0, 0, 0, 1, 0, 0(0))|0|6|True|False|624|507|1
896|0(0, 0, 1, 0, 0, 0(0))|0|6|True|False|624|506|1
897|0(0, 1, 0, 0, 0, 0(0))|0|6|True|False|624|505|1
898|0(1, 0, 0, 0, 0, 0(0))|0|6|True|False|624|504|1
899|1(0, 0, 0, 0, 0, 0(0))|1|6|False|False|624|503|1
900|0(0, 0, 0, 0, 0(0), 1)|0|6|True|False|623|510|1
901|0(0, 0, 0, 1, 1, 1)|0|6|True|False|196|972|1
902|0(0, 0, 1, 0, 1, 1)|0|6|True|False|196|966|1
903|0(0, 1, 0, 0, 1, 1)|0|6|True|False|196|956|1
904|0(1, 0, 0, 0, 1, 1)|0|6|True|False|196|941|1
905|1(0, 0, 0, 0, 1, 1)|1|6|False|False|196|920|1
906|0(0, 0, 0, 0(0), 0, 1)|0|6|True|False|620|510|1
907|0(0, 0, 1, 1, 0, 1)|0|6|True|False|196|964|1
908|0(0, 1, 0, 1, 0, 1)|0|6|True|False|196|954|1
909|0(1, 0, 0, 1, 0, 1)|0|6|True|False|196|939|1
910|1(0, 0, 0, 1, 0, 1)|1|6|False|False|196|918|1
911|0(0, 0, 0(0), 0, 0, 1)|0|6|True|False|611|510|1
912|0(0, 1, 1, 0, 0, 1)|0|6|True|False|196|951|1
913|0(1, 0, 1, 0, 0, 1)|0|6|True|False|196|936|1
914|1(0, 0, 1, 0, 0, 1)|1|6|False|False|196|915|1
915|0(0, 0(0), 0, 0, 0, 1)|0|6|True|False|583|510|1
916|0(1, 1, 0, 0, 0, 1)|0|6|True|False|196|932|1
917|1(0, 1, 0, 0, 0, 1)|1|6|False|False|196|911|1
918|0(0(0), 0, 0, 0, 0, 1)|0|6|True|False|493|510|1
919|1(1, 0, 0, 0, 0, 1)|1|6|False|False|196|906|1
920|2(0, 0, 0, 0, 0, 1)|2|6|False|False|196|900|2
921|0(0, 0, 0, 0, 2, 0)|0|6|False|False|196|500|2
922|0(0, 0, 0, 1, 0(0), 0)|0|6|True|False|623|507|1
923|0(0, 0, 1, 0, 0(0), 0)|0|6|True|False|623|506|1
924|0(0, 1, 0, 0, 0(0), 0)|0|6|True|False|623|505|1
925|0(1, 0, 0, 0, 0(0), 0)|0|6|True|False|623|504|1
926|1(0, 0, 0, 0, 0(0), 0)|1|6|False|False|623|503|1
927|0(0, 0, 0, 0(0), 1, 0)|0|6|True|False|620|509|1
928|0(0, 0, 1, 1, 1, 0)|0|6|True|False|196|963|1
929|0(0, 1, 0, 1, 1, 0)|0|6|True|False|196|953|1
930|0(1, 0, 0, 1, 1, 0)|0|6|True|False|196|938|1
931|1(0, 0, 0, 1, 1, 0)|1|6|False|False|196|917|1
932|0(0, 0, 0(0), 0, 1, 0)|0|6|True|False|611|509|1
933|0(0, 1, 1, 0, 1, 0)|0|6|True|False|196|950|1
934|0(1, 0, 1, 0, 1, 0)|0|6|True|False|196|935|1
935|1(0, 0, 1, 0, 1, 0)|1|6|False|False|196|914|1
936|0(0, 0(0), 0, 0, 1, 0)|0|6|True|False|583|509|1
937|0(1, 1, 0, 0, 1, 0)|0|6|True|False|196|931|1
938|1(0, 1, 0, 0, 1, 0)|1|6|False|False|196|910|1
939|0(0(0), 0, 0, 0, 1, 0)|0|6|True|False|493|509|1
940|1(1, 0, 0, 0, 1, 0)|1|6|False|False|196|905|1
941|2(0, 0, 0, 0, 1, 0)|2|6|False|False|196|899|2
942|0(0, 0, 0, 2, 0, 0)|0|6|False|False|196|497|2
943|0(0, 0, 1, 0(0), 0, 0)|0|6|True|False|620|506|1
944|0(0, 1, 0, 0(0), 0, 0)|0|6|True|False|620|505|1
945|0(1, 0, 0, 0(0), 0, 0)|0|6|True|False|620|504|1
946|1(0, 0, 0, 0(0), 0, 0)|1|6|False|False|620|503|1
947|0(0, 0, 0(0), 1, 0, 0)|0|6|True|False|611|508|1
948|0(0, 1, 1, 1, 0, 0)|0|6|True|False|196|949|1
949|0(1, 0, 1, 1, 0, 0)|0|6|True|False|196|934|1
950|1(0, 0, 1, 1, 0, 0)|1|6|False|False|196|913|1
951|0(0, 0(0), 0, 1, 0, 0)|0|6|True|False|583|508|1
952|0(1, 1, 0, 1, 0, 0)|0|6|True|False|196|930|1
953|1(0, 1, 0, 1, 0, 0)|1|6|False|False|196|909|1
954|0(0(0), 0, 0, 1, 0, 0)|0|6|True|False|493|508|1
955|1(1, 0, 0, 1, 0, 0)|1|6|False|False|196|904|1
956|2(0, 0, 0, 1, 0, 0)|2|6|False|False|196|898|2
957|0(0, 0, 2, 0, 0, 0)|0|6|False|False|196|493|2
958|0(0, 1, 0(0), 0, 0, 0)|0|6|True|False|611|505|1
959|0(1, 0, 0(0), 0, 0, 0)|0|6|True|False|611|504|1
960|1(0, 0, 0(0), 0, 0, 0)|1|6|False|False|611|503|1
961|0(0, 0(0), 1, 0, 0, 0)|0|6|True|False|583|507|1
962|0(1, 1, 1, 0, 0, 0)|0|6|True|False|196|929|1
963|1(0, 1, 1, 0, 0, 0)|1|6|False|False|196|908|1
964|0(0(0), 0, 1, 0, 0, 0)|0|6|True|False|493|507|1
965|1(1, 0, 1, 0, 0, 0)|1|6|False|False|196|903|1
966|2(0, 0, 1, 0, 0, 0)|2|6|False|False|196|897|2
967|0(0, 2, 0, 0, 0, 0)|0|6|False|False|196|488|2
968|0(1, 0(0), 0, 0, 0, 0)|0|6|True|False|583|504|1
969|1(0, 0(0), 0, 0, 0, 0)|1|6|False|False|583|503|1
970|0(0(0), 1, 0, 0, 0, 0)|0|6|True|False|493|506|1
971|1(1, 1, 0, 0, 0, 0)|1|6|False|False|196|902|1
972|2(0, 1, 0, 0, 0, 0)|2|6|False|False|196|896|2
973|0(2, 0, 0, 0, 0, 0)|0|6|False|False|196|482|2
974|1(0(0), 0, 0, 0, 0, 0)|1|6|False|False|493|503|1
975|2(1, 0, 0, 0, 0, 0)|2|6|False|False|196|895|2
976|3(0, 0, 0, 0, 0, 0)|3|6|False|False|196|894|3
977|0(0, 0, 0, 0, 0, 0, 0(0))|0|7|True|False|2054|511|0
978|0(0, 0, 0, 0, 0, 1, 1)|0|7|True|False|625|1012|1
979|0(0, 0, 0, 0, 1, 0, 1)|0|7|True|False|625|1010|1
980|0(0, 0, 0, 1, 0, 0, 1)|0|7|True|False|625|1007|1
981|0(0, 0, 1, 0, 0, 0, 1)|0|7|True|False|625|1003|1
982|0(0, 1, 0, 0, 0, 0, 1)|0|7|True|False|625|998|1
983|0(1, 0, 0, 0, 0, 0, 1)|0|7|True|False|625|992|1
984|1(0, 0, 0, 0, 0, 0, 1)|1|7|False|False|625|985|1
985|0(0, 0, 0, 0, 0, 0(0), 0)|0|7|True|False|2053|511|0
986|0(0, 0, 0, 0, 1, 1, 0)|0|7|True|False|625|1009|1
987|0(0, 0, 0, 1, 0, 1, 0)|0|7|True|False|625|1006|1
988|0(0, 0, 1, 0, 0, 1, 0)|0|7|True|False|625|1002|1
989|0(0, 1, 0, 0, 0, 1, 0)|0|7|True|False|625|997|1
990|0(1, 0, 0, 0, 0, 1, 0)|0|7|True|False|625|991|1
991|1(0, 0, 0, 0, 0, 1, 0)|1|7|False|False|625|984|1
992|0(0, 0, 0, 0, 0(0), 0, 0)|0|7|True|False|2050|511|0
993|0(0, 0, 0, 1, 1, 0, 0)|0|7|True|False|625|1005|1
994|0(0, 0, 1, 0, 1, 0, 0)|0|7|True|False|625|1001|1
995|0(0, 1, 0, 0, 1, 0, 0)|0|7|True|False|625|996|1
996|0(1, 0, 0, 0, 1, 0, 0)|0|7|True|False|625|990|1
997|1(0, 0, 0, 0, 1, 0, 0)|1|7|False|False|625|983|1
998|0(0, 0, 0, 0(0), 0, 0, 0)|0|7|True|False|2041|511|0
999|0(0, 0, 1, 1, 0, 0, 0)|0|7|True|False|625|1000|1
1000|0(0, 1, 0, 1, 0, 0, 0)|0|7|True|False|625|995|1
1001|0(1, 0, 0, 1, 0, 0, 0)|0|7|True|False|625|989|1
1002|1(0, 0, 0, 1, 0, 0, 0)|1|7|False|False|625|982|1
1003|0(0, 0, 0(0), 0, 0, 0, 0)|0|7|True|False|2013|511|0
1004|0(0, 1, 1, 0, 0, 0, 0)|0|7|True|False|625|994|1
1005|0(1, 0, 1, 0, 0, 0, 0)|0|7|True|False|625|988|1
1006|1(0, 0, 1, 0, 0, 0, 0)|1|7|False|False|625|981|1
1007|0(0, 0(0), 0, 0, 0, 0, 0)|0|7|True|False|1923|511|0
1008|0(1, 1, 0, 0, 0, 0, 0)|0|7|True|False|625|987|1
1009|1(0, 1, 0, 0, 0, 0, 0)|1|7|False|False|625|980|1
1010|0(0(0), 0, 0, 0, 0, 0, 0)|0|7|True|False|1626|511|0
1011|1(1, 0, 0, 0, 0, 0, 0)|1|7|False|False|625|979|1
1012|2(0, 0, 0, 0, 0, 0, 0)|2|7|False|False|625|978|2
1013|0(0, 0, 0, 0, 0, 0, 0, 1)|0|8|True|False|2055|1022|1
1014|0(0, 0, 0, 0, 0, 0, 1, 0)|0|8|True|False|2055|1021|1
1015|0(0, 0, 0, 0, 0, 1, 0, 0)|0|8|True|False|2055|1020|1
1016|0(0, 0, 0, 0, 1, 0, 0, 0)|0|8|True|False|2055|1019|1
1017|0(0, 0, 0, 1, 0, 0, 0, 0)|0|8|True|False|2055|1018|1
1018|0(0, 0, 1, 0, 0, 0, 0, 0)|0|8|True|False|2055|1017|1
1019|0(0, 1, 0, 0, 0, 0, 0, 0)|0|8|True|False|2055|1016|1
1020|0(1, 0, 0, 0, 0, 0, 0, 0)|0|8|True|False|2055|1015|1
1021|1(0, 0, 0, 0, 0, 0, 0, 0)|1|8|False|False|2055|1014|1
1022|0(0, 0, 0, 0, 0, 0, 0, 0, 0)|0|9|True|False|6917|1023|0
1023|10|10|0|False|True|0|1024|10
1024|0(1(1))|0|1|True|True|2|25|1
1025|1(0(0(0)))|1|1|False|True|4|27|1
1026|2(3)|2|1|False|True|1|68|3
1027|3(0(0, 0))|3|1|False|True|5|86|3
1028|4(1(0))|4|1|False|True|2|137|4
1029|5(0(1))|5|1|False|True|2|267|5
1030|6(2)|6|1|False|True|1|515|6
1031|7(0(0))|7|1|False|True|2|522|7
1032|8(1)|8|1|False|True|1|1026|8
1033|9(0)|9|1|False|True|1|1025|9
1034|0(0, 0(0(0)))|0|2|True|True|18|31|0
1035|0(1, 3)|0|2|False|True|3|84|3
1036|1(0, 3)|1|2|False|True|3|80|3
1037|0(0(0), 0(0, 0))|0|2|True|True|47|63|0
1038|1(1, 0(0, 0))|1|2|False|True|19|107|1
1039|2(0, 0(0, 0))|2|2|False|True|19|106|2
1040|0(2, 1(0))|0|2|False|True|7|97|2
1041|1(0(0), 1(0))|1|2|False|True|16|109|1
1042|2(1, 1(0))|2|2|False|True|7|162|2
1043|3(0, 1(0))|3|2|False|True|7|159|3
1044|0(0(1), 0(1))|0|2|True|False|16|117|1
1045|1(2, 0(1))|1|2|False|True|7|169|2
1046|2(0(0), 0(1))|2|2|False|True|16|196|2
1047|3(1, 0(1))|3|2|False|True|7|299|3
1048|4(0, 0(1))|4|2|False|True|7|296|4
1049|0(1(0), 2)|0|2|True|False|6|101|2
1050|1(0(1), 2)|1|2|False|False|6|175|2
1051|2(2, 2)|2|2|False|False|3|277|2
1052|3(0(0), 2)|3|2|False|True|6|302|3
1053|4(1, 2)|4|2|False|True|3|530|4
1054|5(0, 2)|5|2|False|True|3|527|5
1055|0(0(0, 0), 0(0))|0|2|True|False|44|63|0
1056|1(1(0), 0(0))|1|2|False|False|16|107|1
1057|2(0(1), 0(0))|2|2|False|False|16|194|2
1058|3(2, 0(0))|3|2|False|False|7|297|3
1059|4(0(0), 0(0))|4|2|False|False|16|349|4
1060|5(1, 0(0))|5|2|False|True|7|559|5
1061|6(0, 0(0))|6|2|False|True|7|558|6
1062|0(3, 1)|0|2|False|False|3|82|3
1063|1(0(0, 0), 1)|1|2|False|False|15|110|1
1064|2(1(0), 1)|2|2|False|False|6|163|2
1065|3(0(1), 1)|3|2|False|False|6|301|3
1066|4(2, 1)|4|2|False|False|3|529|4
1067|5(0(0), 1)|5|2|False|False|6|561|5
1068|6(1, 1)|6|2|False|False|3|1039|6
1069|7(0, 1)|7|2|False|True|3|1037|7
1070|0(0(0(0)), 0)|0|2|True|False|12|31|0
1071|1(3, 0)|1|2|False|False|3|77|3
1072|2(0(0, 0), 0)|2|2|False|False|15|106|2
1073|3(1(0), 0)|3|2|False|False|6|158|3
1074|4(0(1), 0)|4|2|False|False|6|295|4
1075|5(2, 0)|5|2|False|False|3|525|5
1076|6(0(0), 0)|6|2|False|False|6|558|6
1077|7(1, 0)|7|2|False|False|3|1036|7
1078|8(0, 0)|8|2|False|False|3|1035|8
1079|0(0, 0, 3)|0|3|False|False|8|105|3
1080|0(0, 1, 0(0, 0))|0|3|True|True|61|123|1
1081|0(1, 0, 0(0, 0))|0|3|True|False|61|122|1
1082|1(0, 0, 0(0, 0))|1|3|False|False|61|121|1
1083|0(0, 0(0), 1(0))|0|3|True|True|58|125|1
1084|0(1, 1, 1(0))|0|3|True|False|21|212|1
1085|1(0, 1, 1(0))|1|3|False|True|21|202|1
1086|0(0(0), 0, 1(0))|0|3|True|False|49|125|1
1087|1(1, 0, 1(0))|1|3|False|False|21|199|1
1088|2(0, 0, 1(0))|2|3|False|False|21|195|2
1089|0(0, 2, 0(1))|0|3|False|True|21|219|2
1090|0(1, 0(0), 0(1))|0|3|True|True|58|237|1
1091|1(0, 0(0), 0(1))|1|3|False|True|58|232|1
1092|0(0(0), 1, 0(1))|0|3|True|False|49|244|1
1093|1(1, 1, 0(1))|1|3|False|False|21|370|1
1094|2(0, 1, 0(1))|2|3|False|True|21|360|2
