Rank|LRPT|Main Element|Arity|Is Canonical|Is Strictly Increasing|RPT Rank|Sequence Rank|Sequence Max Value
1095|0(2, 0, 0(1))|0|3|False|False|21|210|2
1096|1(0(0), 0, 0(1))|1|3|False|False|49|232|1
1097|2(1, 0, 0(1))|2|3|False|False|21|357|2
1098|3(0, 0, 0(1))|3|3|False|False|21|353|3
1099|0(0, 0(1), 2)|0|3|True|False|20|225|2
1100|0(1, 2, 2)|0|3|True|False|8|340|2
1101|1(0, 2, 2)|1|3|False|False|8|325|2
1102|0(0(0), 0(0), 2)|0|3|False|False|48|247|2
1103|1(1, 0(0), 2)|1|3|False|True|20|373|2
1104|2(0, 0(0), 2)|2|3|False|True|20|363|2
1105|0(2, 1, 2)|0|3|False|False|8|336|2
1106|1(0(0), 1, 2)|1|3|False|False|17|382|2
1107|2(1, 1, 2)|2|3|False|False|8|586|2
1108|3(0, 1, 2)|3|3|False|True|8|576|3
1109|0(0(1), 0, 2)|0|3|True|False|17|222|2
1110|1(2, 0, 2)|1|3|False|False|8|318|2
1111|2(0(0), 0, 2)|2|3|False|False|17|363|2
1112|3(1, 0, 2)|3|3|False|False|8|573|3
1113|4(0, 0, 2)|4|3|False|False|8|567|4
1114|0(0, 1(0), 0(0))|0|3|True|False|58|123|1
1115|0(1, 0(1), 0(0))|0|3|True|False|58|235|1
1116|1(0, 0(1), 0(0))|1|3|False|False|58|230|1
1117|0(0(0), 2, 0(0))|0|3|False|False|49|242|2
1118|1(1, 2, 0(0))|1|3|False|False|21|368|2
1119|2(0, 2, 0(0))|2|3|False|False|21|358|2
1120|0(2, 0(0), 0(0))|0|3|False|False|58|233|2
1121|1(0(0), 0(0), 0(0))|1|3|False|False|148|248|1
1122|2(1, 0(0), 0(0))|2|3|False|False|58|420|2
1123|3(0, 0(0), 0(0))|3|3|False|False|58|419|3
1124|0(0(1), 1, 0(0))|0|3|True|False|49|239|1
1125|1(2, 1, 0(0))|1|3|False|False|21|365|2
1126|2(0(0), 1, 0(0))|2|3|False|False|49|422|2
1127|3(1, 1, 0(0))|3|3|False|False|21|648|3
1128|4(0, 1, 0(0))|4|3|False|True|21|644|4
1129|0(1(0), 0, 0(0))|0|3|True|False|49|122|1
1130|1(0(1), 0, 0(0))|1|3|False|False|49|229|1
1131|2(2, 0, 0(0))|2|3|False|False|21|354|2
1132|3(0(0), 0, 0(0))|3|3|False|False|49|419|3
1133|4(1, 0, 0(0))|4|3|False|False|21|643|4
1134|5(0, 0, 0(0))|5|3|False|False|21|642|5
1135|0(0, 0(0, 0), 1)|0|3|True|False|57|126|1
1136|0(1, 1(0), 1)|0|3|True|False|20|213|1
1137|1(0, 1(0), 1)|1|3|False|False|20|203|1
1138|0(0(0), 0(1), 1)|0|3|True|False|48|246|1
1139|1(1, 0(1), 1)|1|3|False|False|20|372|1
1140|2(0, 0(1), 1)|2|3|False|False|20|362|2
1141|0(2, 2, 1)|0|3|False|False|8|335|2
1142|1(0(0), 2, 1)|1|3|False|False|17|381|2
1143|2(1, 2, 1)|2|3|False|False|8|585|2
1144|3(0, 2, 1)|3|3|False|False|8|575|3
1145|0(0(1), 0(0), 1)|0|3|True|False|48|241|1
1146|1(2, 0(0), 1)|1|3|False|False|20|367|2
1147|2(0(0), 0(0), 1)|2|3|False|False|48|424|2
1148|3(1, 0(0), 1)|3|3|False|False|20|650|3
1149|4(0, 0(0), 1)|4|3|False|False|20|646|4
1150|0(1(0), 1, 1)|0|3|True|False|17|215|1
1151|1(0(1), 1, 1)|1|3|False|False|17|378|1
1152|2(2, 1, 1)|2|3|False|False|8|582|2
1153|3(0(0), 1, 1)|3|3|False|False|17|655|3
1154|4(1, 1, 1)|4|3|False|False|8|1094|4
1155|5(0, 1, 1)|5|3|False|False|8|1088|5
1156|0(0(0, 0), 0, 1)|0|3|True|False|45|126|1
1157|1(1(0), 0, 1)|1|3|False|False|17|200|1
1158|2(0(1), 0, 1)|2|3|False|False|17|360|2
1159|3(2, 0, 1)|3|3|False|False|8|570|3
1160|4(0(0), 0, 1)|4|3|False|False|17|646|4
1161|5(1, 0, 1)|5|3|False|False|8|1086|5
1162|6(0, 0, 1)|6|3|False|False|8|1083|6
1163|0(0, 3, 0)|0|3|False|False|8|102|3
1164|0(1, 0(0, 0), 0)|0|3|True|False|57|122|1
1165|1(0, 0(0, 0), 0)|1|3|False|False|57|121|1
1166|0(0(0), 1(0), 0)|0|3|True|False|48|124|1
1167|1(1, 1(0), 0)|1|3|False|False|20|198|1
1168|2(0, 1(0), 0)|2|3|False|False|20|194|2
1169|0(2, 0(1), 0)|0|3|False|False|20|209|2
1170|1(0(0), 0(1), 0)|1|3|False|False|48|231|1
1171|2(1, 0(1), 0)|2|3|False|False|20|356|2
1172|3(0, 0(1), 0)|3|3|False|False|20|352|3
1173|0(0(1), 2, 0)|0|3|True|False|17|220|2
1174|1(2, 2, 0)|1|3|False|False|8|316|2
1175|2(0(0), 2, 0)|2|3|False|False|17|361|2
1176|3(1, 2, 0)|3|3|False|False|8|571|3
1177|4(0, 2, 0)|4|3|False|False|8|565|4
1178|0(1(0), 0(0), 0)|0|3|True|False|48|122|1
1179|1(0(1), 0(0), 0)|1|3|False|False|48|229|1
1180|2(2, 0(0), 0)|2|3|False|False|20|354|2
1181|3(0(0), 0(0), 0)|3|3|False|False|48|419|3
1182|4(1, 0(0), 0)|4|3|False|False|20|643|4
1183|5(0, 0(0), 0)|5|3|False|False|20|642|5
1184|0(0(0, 0), 1, 0)|0|3|True|False|45|125|1
1185|1(1(0), 1, 0)|1|3|False|False|17|199|1
1186|2(0(1), 1, 0)|2|3|False|False|17|359|2
1187|3(2, 1, 0)|3|3|False|False|8|569|3
1188|4(0(0), 1, 0)|4|3|False|False|17|645|4
1189|5(1, 1, 0)|5|3|False|False|8|1085|5
1190|6(0, 1, 0)|6|3|False|False|8|1082|6
1191|0(3, 0, 0)|0|3|False|False|8|96|3
1192|1(0(0, 0), 0, 0)|1|3|False|False|45|121|1
1193|2(1(0), 0, 0)|2|3|False|False|17|193|2
1194|3(0(1), 0, 0)|3|3|False|False|17|351|3
1195|4(2, 0, 0)|4|3|False|False|8|562|4
1196|5(0(0), 0, 0)|5|3|False|False|17|642|5
1197|6(1, 0, 0)|6|3|False|False|8|1081|6
1198|7(0, 0, 0)|7|3|False|False|8|1080|7
1199|0(0, 0, 0, 0(0, 0))|0|4|True|False|193|127|0
1200|0(0, 0, 1, 1(0))|0|4|True|False|63|243|1
1201|0(0, 1, 0, 1(0))|0|4|True|False|63|240|1
1202|0(1, 0, 0, 1(0))|0|4|True|False|63|236|1
1203|1(0, 0, 0, 1(0))|1|4|False|False|63|231|1
1204|0(0, 0, 0(0), 0(1))|0|4|True|False|190|254|1
1205|0(0, 1, 1, 0(1))|0|4|True|False|63|461|1
1206|0(1, 0, 1, 0(1))|0|4|True|False|63|451|1
1207|1(0, 0, 1, 0(1))|1|4|False|False|63|436|1
1208|0(0, 0(0), 0, 0(1))|0|4|True|False|181|254|1
1209|0(1, 1, 0, 0(1))|0|4|True|False|63|448|1
1210|1(0, 1, 0, 0(1))|1|4|False|False|63|433|1
1211|0(0(0), 0, 0, 0(1))|0|4|True|False|153|254|1
1212|1(1, 0, 0, 0(1))|1|4|False|False|63|429|1
1213|2(0, 0, 0, 0(1))|2|4|False|False|63|424|2
1214|0(0, 0, 2, 2)|0|4|False|False|22|416|2
1215|0(0, 1, 0(0), 2)|0|4|True|True|62|464|2
1216|0(1, 0, 0(0), 2)|0|4|True|False|62|454|2
1217|1(0, 0, 0(0), 2)|1|4|False|False|62|439|2
1218|0(0, 0(0), 1, 2)|0|4|True|False|59|473|2
1219|0(1, 1, 1, 2)|0|4|True|False|22|740|2
1220|1(0, 1, 1, 2)|1|4|False|False|22|705|2
1221|0(0(0), 0, 1, 2)|0|4|True|False|50|473|2
1222|1(1, 0, 1, 2)|1|4|False|False|22|695|2
1223|2(0, 0, 1, 2)|2|4|False|False|22|675|2
1224|0(0, 2, 0, 2)|0|4|False|False|22|409|2
1225|0(1, 0(0), 0, 2)|0|4|True|False|59|454|2
1226|1(0, 0(0), 0, 2)|1|4|False|False|59|439|2
1227|0(0(0), 1, 0, 2)|0|4|True|False|50|470|2
1228|1(1, 1, 0, 2)|1|4|False|False|22|692|2
1229|2(0, 1, 0, 2)|2|4|False|False|22|672|2
1230|0(2, 0, 0, 2)|0|4|False|False|22|393|2
1231|1(0(0), 0, 0, 2)|1|4|False|False|50|439|2
1232|2(1, 0, 0, 2)|2|4|False|False|22|666|2
1233|3(0, 0, 0, 2)|3|4|False|False|22|656|3
1234|0(0, 0, 0(1), 0(0))|0|4|True|False|190|252|1
1235|0(0, 1, 2, 0(0))|0|4|True|False|63|459|2
1236|0(1, 0, 2, 0(0))|0|4|True|False|63|449|2
1237|1(0, 0, 2, 0(0))|1|4|False|False|63|434|2
1238|0(0, 0(0), 0(0), 0(0))|0|4|True|False|577|255|0
1239|0(1, 1, 0(0), 0(0))|0|4|True|False|190|483|1
1240|1(0, 1, 0(0), 0(0))|1|4|False|False|190|477|1
1241|0(0(0), 0, 0(0), 0(0))|0|4|True|False|487|255|0
1242|1(1, 0, 0(0), 0(0))|1|4|False|False|190|476|1
1243|2(0, 0, 0(0), 0(0))|2|4|False|False|190|475|2
1244|0(0, 2, 1, 0(0))|0|4|False|False|63|456|2
1245|0(1, 0(0), 1, 0(0))|0|4|True|False|181|485|1
1246|1(0, 0(0), 1, 0(0))|1|4|False|False|181|479|1
1247|0(0(0), 1, 1, 0(0))|0|4|True|False|153|494|1
1248|1(1, 1, 1, 0(0))|1|4|False|False|63|795|1
1249|2(0, 1, 1, 0(0))|2|4|False|False|63|780|2
1250|0(2, 0, 1, 0(0))|0|4|False|False|63|442|2
1251|1(0(0), 0, 1, 0(0))|1|4|False|False|153|479|1
1252|2(1, 0, 1, 0(0))|2|4|False|False|63|776|2
1253|3(0, 0, 1, 0(0))|3|4|False|False|63|771|3
1254|0(0, 0(1), 0, 0(0))|0|4|True|False|181|251|1
1255|0(1, 2, 0, 0(0))|0|4|True|False|63|445|2
1256|1(0, 2, 0, 0(0))|1|4|False|False|63|430|2
1257|0(0(0), 0(0), 0, 0(0))|0|4|True|False|478|255|0
1258|1(1, 0(0), 0, 0(0))|1|4|False|False|181|476|1
1259|2(0, 0(0), 0, 0(0))|2|4|False|False|181|475|2
1260|0(2, 1, 0, 0(0))|0|4|False|False|63|441|2
1261|1(0(0), 1, 0, 0(0))|1|4|False|False|153|478|1
1262|2(1, 1, 0, 0(0))|2|4|False|False|63|775|2
1263|3(0, 1, 0, 0(0))|3|4|False|False|63|770|3
1264|0(0(1), 0, 0, 0(0))|0|4|True|False|153|250|1
1265|1(2, 0, 0, 0(0))|1|4|False|False|63|425|2
1266|2(0(0), 0, 0, 0(0))|2|4|False|False|153|475|2
1267|3(1, 0, 0, 0(0))|3|4|False|False|63|769|3
1268|4(0, 0, 0, 0(0))|4|4|False|False|63|768|4
1269|0(0, 0, 1(0), 1)|0|4|True|False|62|244|1
1270|0(0, 1, 0(1), 1)|0|4|True|False|62|463|1
1271|0(1, 0, 0(1), 1)|0|4|True|False|62|453|1
1272|1(0, 0, 0(1), 1)|1|4|False|False|62|438|1
1273|0(0, 0(0), 2, 1)|0|4|False|False|59|472|2
1274|0(1, 1, 2, 1)|0|4|True|False|22|739|2
1275|1(0, 1, 2, 1)|1|4|False|False|22|704|2
1276|0(0(0), 0, 2, 1)|0|4|False|False|50|472|2
1277|1(1, 0, 2, 1)|1|4|False|False|22|694|2
1278|2(0, 0, 2, 1)|2|4|False|False|22|674|2
1279|0(0, 2, 0(0), 1)|0|4|False|False|62|458|2
1280|0(1, 0(0), 0(0), 1)|0|4|True|False|180|487|1
1281|1(0, 0(0), 0(0), 1)|1|4|False|False|180|481|1
1282|0(0(0), 1, 0(0), 1)|0|4|True|False|152|496|1
1283|1(1, 1, 0(0), 1)|1|4|False|False|62|797|1
1284|2(0, 1, 0(0), 1)|2|4|False|False|62|782|2
1285|0(2, 0, 0(0), 1)|0|4|False|False|62|444|2
1286|1(0(0), 0, 0(0), 1)|1|4|False|False|152|481|1
1287|2(1, 0, 0(0), 1)|2|4|False|False|62|778|2
1288|3(0, 0, 0(0), 1)|3|4|False|False|62|773|3
1289|0(0, 0(1), 1, 1)|0|4|True|False|59|469|1
1290|0(1, 2, 1, 1)|0|4|True|False|22|736|2
1291|1(0, 2, 1, 1)|1|4|False|False|22|701|2
1292|0(0(0), 0(0), 1, 1)|0|4|True|False|149|501|1
1293|1(1, 0(0), 1, 1)|1|4|False|False|59|802|1
1294|2(0, 0(0), 1, 1)|2|4|False|False|59|787|2
1295|0(2, 1, 1, 1)|0|4|False|False|22|726|2
1296|1(0(0), 1, 1, 1)|1|4|False|False|50|818|1
1297|2(1, 1, 1, 1)|2|4|False|False|22|1249|2
1298|3(0, 1, 1, 1)|3|4|False|False|22|1229|3
1299|0(0(1), 0, 1, 1)|0|4|True|False|50|463|1
1300|1(2, 0, 1, 1)|1|4|False|False|22|685|2
1301|2(0(0), 0, 1, 1)|2|4|False|False|50|787|2
1302|3(1, 0, 1, 1)|3|4|False|False|22|1223|3
1303|4(0, 0, 1, 1)|4|4|False|False|22|1213|4
1304|0(0, 1(0), 0, 1)|0|4|True|False|59|241|1
1305|0(1, 0(1), 0, 1)|0|4|True|False|59|451|1
1306|1(0, 0(1), 0, 1)|1|4|False|False|59|436|1
1307|0(0(0), 2, 0, 1)|0|4|False|False|50|467|2
1308|1(1, 2, 0, 1)|1|4|False|False|22|689|2
1309|2(0, 2, 0, 1)|2|4|False|False|22|669|2
1310|0(2, 0(0), 0, 1)|0|4|False|False|59|444|2
1311|1(0(0), 0(0), 0, 1)|1|4|False|False|149|481|1
1312|2(1, 0(0), 0, 1)|2|4|False|False|59|778|2
1313|3(0, 0(0), 0, 1)|3|4|False|False|59|773|3
1314|0(0(1), 1, 0, 1)|0|4|True|False|50|461|1
1315|1(2, 1, 0, 1)|1|4|False|False|22|683|2
1316|2(0(0), 1, 0, 1)|2|4|False|False|50|785|2
1317|3(1, 1, 0, 1)|3|4|False|False|22|1221|3
1318|4(0, 1, 0, 1)|4|4|False|False|22|1211|4
1319|0(1(0), 0, 0, 1)|0|4|True|False|50|237|1
1320|1(0(1), 0, 0, 1)|1|4|False|False|50|433|1
1321|2(2, 0, 0, 1)|2|4|False|False|22|660|2
1322|3(0(0), 0, 0, 1)|3|4|False|False|50|773|3
1323|4(1, 0, 0, 1)|4|4|False|False|22|1208|4
1324|5(0, 0, 0, 1)|5|4|False|False|22|1204|5
1325|0(0, 0, 0(0, 0), 0)|0|4|True|False|189|127|0
1326|0(0, 1, 1(0), 0)|0|4|True|False|62|239|1
1327|0(1, 0, 1(0), 0)|0|4|True|False|62|235|1
1328|1(0, 0, 1(0), 0)|1|4|False|False|62|230|1
1329|0(0, 0(0), 0(1), 0)|0|4|True|False|180|253|1
1330|0(1, 1, 0(1), 0)|0|4|True|False|62|447|1
1331|1(0, 1, 0(1), 0)|1|4|False|False|62|432|1
1332|0(0(0), 0, 0(1), 0)|0|4|True|False|152|253|1
1333|1(1, 0, 0(1), 0)|1|4|False|False|62|428|1
1334|2(0, 0, 0(1), 0)|2|4|False|False|62|423|2
1335|0(0, 2, 2, 0)|0|4|False|False|22|407|2
1336|0(1, 0(0), 2, 0)|0|4|True|False|59|452|2
1337|1(0, 0(0), 2, 0)|1|4|False|False|59|437|2
1338|0(0(0), 1, 2, 0)|0|4|True|False|50|468|2
1339|1(1, 1, 2, 0)|1|4|False|False|22|690|2
1340|2(0, 1, 2, 0)|2|4|False|False|22|670|2
1341|0(2, 0, 2, 0)|0|4|False|False|22|391|2
1342|1(0(0), 0, 2, 0)|1|4|False|False|50|437|2
1343|2(1, 0, 2, 0)|2|4|False|False|22|664|2
1344|3(0, 0, 2, 0)|3|4|False|False|22|654|3
1345|0(0, 0(1), 0(0), 0)|0|4|True|False|180|251|1
1346|0(1, 2, 0(0), 0)|0|4|True|False|62|445|2
1347|1(0, 2, 0(0), 0)|1|4|False|False|62|430|2
1348|0(0(0), 0(0), 0(0), 0)|0|4|True|False|477|255|0
1349|1(1, 0(0), 0(0), 0)|1|4|False|False|180|476|1
1350|2(0, 0(0), 0(0), 0)|2|4|False|False|180|475|2
1351|0(2, 1, 0(0), 0)|0|4|False|False|62|441|2
1352|1(0(0), 1, 0(0), 0)|1|4|False|False|152|478|1
1353|2(1, 1, 0(0), 0)|2|4|False|False|62|775|2
1354|3(0, 1, 0(0), 0)|3|4|False|False|62|770|3
1355|0(0(1), 0, 0(0), 0)|0|4|True|False|152|250|1
1356|1(2, 0, 0(0), 0)|1|4|False|False|62|425|2
1357|2(0(0), 0, 0(0), 0)|2|4|False|False|152|475|2
1358|3(1, 0, 0(0), 0)|3|4|False|False|62|769|3
1359|4(0, 0, 0(0), 0)|4|4|False|False|62|768|4
1360|0(0, 1(0), 1, 0)|0|4|True|False|59|240|1
1361|0(1, 0(1), 1, 0)|0|4|True|False|59|450|1
1362|1(0, 0(1), 1, 0)|1|4|False|False|59|435|1
1363|0(0(0), 2, 1, 0)|0|4|False|False|50|466|2
1364|1(1, 2, 1, 0)|1|4|False|False|22|688|2
1365|2(0, 2, 1, 0)|2|4|False|False|22|668|2
1366|0(2, 0(0), 1, 0)|0|4|False|False|59|443|2
1367|1(0(0), 0(0), 1, 0)|1|4|False|False|149|480|1
1368|2(1, 0(0), 1, 0)|2|4|False|False|59|777|2
1369|3(0, 0(0), 1, 0)|3|4|False|False|59|772|3
1370|0(0(1), 1, 1, 0)|0|4|True|False|50|460|1
1371|1(2, 1, 1, 0)|1|4|False|False|22|682|2
1372|2(0(0), 1, 1, 0)|2|4|False|False|50|784|2
1373|3(1, 1, 1, 0)|3|4|False|False|22|1220|3
1374|4(0, 1, 1, 0)|4|4|False|False|22|1210|4
1375|0(1(0), 0, 1, 0)|0|4|True|False|50|236|1
1376|1(0(1), 0, 1, 0)|1|4|False|False|50|432|1
1377|2(2, 0, 1, 0)|2|4|False|False|22|659|2
1378|3(0(0), 0, 1, 0)|3|4|False|False|50|772|3
1379|4(1, 0, 1, 0)|4|4|False|False|22|1207|4
1380|5(0, 0, 1, 0)|5|4|False|False|22|1203|5
1381|0(0, 0(0, 0), 0, 0)|0|4|True|False|177|127|0
1382|0(1, 1(0), 0, 0)|0|4|True|False|59|234|1
1383|1(0, 1(0), 0, 0)|1|4|False|False|59|229|1
1384|0(0(0), 0(1), 0, 0)|0|4|True|False|149|252|1
1385|1(1, 0(1), 0, 0)|1|4|False|False|59|427|1
1386|2(0, 0(1), 0, 0)|2|4|False|False|59|422|2
1387|0(2, 2, 0, 0)|0|4|False|False|22|388|2
1388|1(0(0), 2, 0, 0)|1|4|False|False|50|434|2
1389|2(1, 2, 0, 0)|2|4|False|False|22|661|2
1390|3(0, 2, 0, 0)|3|4|False|False|22|651|3
1391|0(0(1), 0(0), 0, 0)|0|4|True|False|149|250|1
1392|1(2, 0(0), 0, 0)|1|4|False|False|59|425|2
1393|2(0(0), 0(0), 0, 0)|2|4|False|False|149|475|2
1394|3(1, 0(0), 0, 0)|3|4|False|False|59|769|3
1395|4(0, 0(0), 0, 0)|4|4|False|False|59|768|4
1396|0(1(0), 1, 0, 0)|0|4|True|False|50|235|1
1397|1(0(1), 1, 0, 0)|1|4|False|False|50|431|1
1398|2(2, 1, 0, 0)|2|4|False|False|22|658|2
1399|3(0(0), 1, 0, 0)|3|4|False|False|50|771|3
1400|4(1, 1, 0, 0)|4|4|False|False|22|1206|4
1401|5(0, 1, 0, 0)|5|4|False|False|22|1202|5
1402|0(0(0, 0), 0, 0, 0)|0|4|True|False|140|127|0
1403|1(1(0), 0, 0, 0)|1|4|False|False|50|228|1
1404|2(0(1), 0, 0, 0)|2|4|False|False|50|421|2
1405|3(2, 0, 0, 0)|3|4|False|False|22|647|3
1406|4(0(0), 0, 0, 0)|4|4|False|False|50|768|4
1407|5(1, 0, 0, 0)|5|4|False|False|22|1201|5
1408|6(0, 0, 0, 0)|6|4|False|False|22|1200|6
1409|0(0, 0, 0, 0, 1(0))|0|5|True|False|195|253|1
1410|0(0, 0, 0, 1, 0(1))|0|5|True|False|195|499|1
1411|0(0, 0, 1, 0, 0(1))|0|5|True|False|195|496|1
1412|0(0, 1, 0, 0, 0(1))|0|5|True|False|195|492|1
1413|0(1, 0, 0, 0, 0(1))|0|5|True|False|195|487|1
1414|1(0, 0, 0, 0, 0(1))|1|5|False|False|195|481|1
1415|0(0, 0, 0, 0(0), 2)|0|5|False|False|194|502|2
1416|0(0, 0, 1, 1, 2)|0|5|True|False|64|887|2
1417|0(0, 1, 0, 1, 2)|0|5|True|False|64|877|2
1418|0(1, 0, 0, 1, 2)|0|5|True|False|64|857|2
1419|1(0, 0, 0, 1, 2)|1|5|False|False|64|822|2
1420|0(0, 0, 0(0), 0, 2)|0|5|False|False|191|502|2
1421|0(0, 1, 1, 0, 2)|0|5|True|False|64|874|2
1422|0(1, 0, 1, 0, 2)|0|5|True|False|64|854|2
1423|1(0, 0, 1, 0, 2)|1|5|False|False|64|819|2
1424|0(0, 0(0), 0, 0, 2)|0|5|False|False|182|502|2
1425|0(1, 1, 0, 0, 2)|0|5|True|False|64|848|2
1426|1(0, 1, 0, 0, 2)|1|5|False|False|64|813|2
1427|0(0(0), 0, 0, 0, 2)|0|5|False|False|154|502|2
1428|1(1, 0, 0, 0, 2)|1|5|False|False|64|803|2
1429|2(0, 0, 0, 0, 2)|2|5|False|False|64|788|2
1430|0(0, 0, 0, 2, 0(0))|0|5|False|False|195|497|2
1431|0(0, 0, 1, 0(0), 0(0))|0|5|True|False|619|506|1
1432|0(0, 1, 0, 0(0), 0(0))|0|5|True|False|619|505|1
1433|0(1, 0, 0, 0(0), 0(0))|0|5|True|False|619|504|1
1434|1(0, 0, 0, 0(0), 0(0))|1|5|False|False|619|503|1
1435|0(0, 0, 0(0), 1, 0(0))|0|5|True|False|610|508|1
1436|0(0, 1, 1, 1, 0(0))|0|5|True|False|195|949|1
1437|0(1, 0, 1, 1, 0(0))|0|5|True|False|195|934|1
1438|1(0, 0, 1, 1, 0(0))|1|5|False|False|195|913|1
1439|0(0, 0(0), 0, 1, 0(0))|0|5|True|False|582|508|1
1440|0(1, 1, 0, 1, 0(0))|0|5|True|False|195|930|1
1441|1(0, 1, 0, 1, 0(0))|1|5|False|False|195|909|1
