Rank|LRPT|Main Element|Arity|Is Canonical|Is Strictly Increasing|RPT Rank|Sequence Rank|Sequence Max Value
1442|0(0(0), 0, 0, 1, 0(0))|0|5|True|False|492|508|1
1443|1(1, 0, 0, 1, 0(0))|1|5|False|False|195|904|1
1444|2(0, 0, 0, 1, 0(0))|2|5|False|False|195|898|2
1445|0(0, 0, 2, 0, 0(0))|0|5|False|False|195|493|2
1446|0(0, 1, 0(0), 0, 0(0))|0|5|True|False|610|505|1
1447|0(1, 0, 0(0), 0, 0(0))|0|5|True|False|610|504|1
1448|1(0, 0, 0(0), 0, 0(0))|1|5|False|False|610|503|1
1449|0(0, 0(0), 1, 0, 0(0))|0|5|True|False|582|507|1
1450|0(1, 1, 1, 0, 0(0))|0|5|True|False|195|929|1
1451|1(0, 1, 1, 0, 0(0))|1|5|False|False|195|908|1
1452|0(0(0), 0, 1, 0, 0(0))|0|5|True|False|492|507|1
1453|1(1, 0, 1, 0, 0(0))|1|5|False|False|195|903|1
1454|2(0, 0, 1, 0, 0(0))|2|5|False|False|195|897|2
1455|0(0, 2, 0, 0, 0(0))|0|5|False|False|195|488|2
1456|0(1, 0(0), 0, 0, 0(0))|0|5|True|False|582|504|1
1457|1(0, 0(0), 0, 0, 0(0))|1|5|False|False|582|503|1
1458|0(0(0), 1, 0, 0, 0(0))|0|5|True|False|492|506|1
1459|1(1, 1, 0, 0, 0(0))|1|5|False|False|195|902|1
1460|2(0, 1, 0, 0, 0(0))|2|5|False|False|195|896|2
1461|0(2, 0, 0, 0, 0(0))|0|5|False|False|195|482|2
1462|1(0(0), 0, 0, 0, 0(0))|1|5|False|False|492|503|1
1463|2(1, 0, 0, 0, 0(0))|2|5|False|False|195|895|2
1464|3(0, 0, 0, 0, 0(0))|3|5|False|False|195|894|3
1465|0(0, 0, 0, 0(1), 1)|0|5|True|False|194|501|1
1466|0(0, 0, 1, 2, 1)|0|5|True|False|64|886|2
1467|0(0, 1, 0, 2, 1)|0|5|True|False|64|876|2
1468|0(1, 0, 0, 2, 1)|0|5|True|False|64|856|2
1469|1(0, 0, 0, 2, 1)|1|5|False|False|64|821|2
1470|0(0, 0, 0(0), 0(0), 1)|0|5|True|False|609|510|1
1471|0(0, 1, 1, 0(0), 1)|0|5|True|False|194|951|1
1472|0(1, 0, 1, 0(0), 1)|0|5|True|False|194|936|1
1473|1(0, 0, 1, 0(0), 1)|1|5|False|False|194|915|1
1474|0(0, 0(0), 0, 0(0), 1)|0|5|True|False|581|510|1
1475|0(1, 1, 0, 0(0), 1)|0|5|True|False|194|932|1
1476|1(0, 1, 0, 0(0), 1)|1|5|False|False|194|911|1
1477|0(0(0), 0, 0, 0(0), 1)|0|5|True|False|491|510|1
1478|1(1, 0, 0, 0(0), 1)|1|5|False|False|194|906|1
1479|2(0, 0, 0, 0(0), 1)|2|5|False|False|194|900|2
1480|0(0, 0, 2, 1, 1)|0|5|False|False|64|883|2
1481|0(0, 1, 0(0), 1, 1)|0|5|True|False|191|956|1
1482|0(1, 0, 0(0), 1, 1)|0|5|True|False|191|941|1
1483|1(0, 0, 0(0), 1, 1)|1|5|False|False|191|920|1
1484|0(0, 0(0), 1, 1, 1)|0|5|True|False|182|972|1
1485|0(1, 1, 1, 1, 1)|0|5|True|False|64|1585|1
1486|1(0, 1, 1, 1, 1)|1|5|False|False|64|1515|1
1487|0(0(0), 0, 1, 1, 1)|0|5|True|False|154|972|1
1488|1(1, 0, 1, 1, 1)|1|5|False|False|64|1495|1
1489|2(0, 0, 1, 1, 1)|2|5|False|False|64|1460|2
1490|0(0, 2, 0, 1, 1)|0|5|False|False|64|867|2
1491|0(1, 0(0), 0, 1, 1)|0|5|True|False|182|941|1
1492|1(0, 0(0), 0, 1, 1)|1|5|False|False|182|920|1
1493|0(0(0), 1, 0, 1, 1)|0|5|True|False|154|966|1
1494|1(1, 1, 0, 1, 1)|1|5|False|False|64|1489|1
1495|2(0, 1, 0, 1, 1)|2|5|False|False|64|1454|2
1496|0(2, 0, 0, 1, 1)|0|5|False|False|64|837|2
1497|1(0(0), 0, 0, 1, 1)|1|5|False|False|154|920|1
1498|2(1, 0, 0, 1, 1)|2|5|False|False|64|1444|2
1499|3(0, 0, 0, 1, 1)|3|5|False|False|64|1429|3
1500|0(0, 0, 0(1), 0, 1)|0|5|True|False|191|499|1
1501|0(0, 1, 2, 0, 1)|0|5|True|False|64|871|2
1502|0(1, 0, 2, 0, 1)|0|5|True|False|64|851|2
1503|1(0, 0, 2, 0, 1)|1|5|False|False|64|816|2
1504|0(0, 0(0), 0(0), 0, 1)|0|5|True|False|578|510|1
1505|0(1, 1, 0(0), 0, 1)|0|5|True|False|191|932|1
1506|1(0, 1, 0(0), 0, 1)|1|5|False|False|191|911|1
1507|0(0(0), 0, 0(0), 0, 1)|0|5|True|False|488|510|1
1508|1(1, 0, 0(0), 0, 1)|1|5|False|False|191|906|1
1509|2(0, 0, 0(0), 0, 1)|2|5|False|False|191|900|2
1510|0(0, 2, 1, 0, 1)|0|5|False|False|64|865|2
1511|0(1, 0(0), 1, 0, 1)|0|5|True|False|182|939|1
1512|1(0, 0(0), 1, 0, 1)|1|5|False|False|182|918|1
1513|0(0(0), 1, 1, 0, 1)|0|5|True|False|154|964|1
1514|1(1, 1, 1, 0, 1)|1|5|False|False|64|1487|1
1515|2(0, 1, 1, 0, 1)|2|5|False|False|64|1452|2
1516|0(2, 0, 1, 0, 1)|0|5|False|False|64|835|2
1517|1(0(0), 0, 1, 0, 1)|1|5|False|False|154|918|1
1518|2(1, 0, 1, 0, 1)|2|5|False|False|64|1442|2
1519|3(0, 0, 1, 0, 1)|3|5|False|False|64|1427|3
1520|0(0, 0(1), 0, 0, 1)|0|5|True|False|182|496|1
1521|0(1, 2, 0, 0, 1)|0|5|True|False|64|842|2
1522|1(0, 2, 0, 0, 1)|1|5|False|False|64|807|2
1523|0(0(0), 0(0), 0, 0, 1)|0|5|True|False|479|510|1
1524|1(1, 0(0), 0, 0, 1)|1|5|False|False|182|906|1
1525|2(0, 0(0), 0, 0, 1)|2|5|False|False|182|900|2
1526|0(2, 1, 0, 0, 1)|0|5|False|False|64|832|2
1527|1(0(0), 1, 0, 0, 1)|1|5|False|False|154|915|1
1528|2(1, 1, 0, 0, 1)|2|5|False|False|64|1439|2
1529|3(0, 1, 0, 0, 1)|3|5|False|False|64|1424|3
1530|0(0(1), 0, 0, 0, 1)|0|5|True|False|154|492|1
1531|1(2, 0, 0, 0, 1)|1|5|False|False|64|793|2
1532|2(0(0), 0, 0, 0, 1)|2|5|False|False|154|900|2
1533|3(1, 0, 0, 0, 1)|3|5|False|False|64|1420|3
1534|4(0, 0, 0, 0, 1)|4|5|False|False|64|1415|4
1535|0(0, 0, 0, 1(0), 0)|0|5|True|False|194|252|1
1536|0(0, 0, 1, 0(1), 0)|0|5|True|False|194|495|1
1537|0(0, 1, 0, 0(1), 0)|0|5|True|False|194|491|1
1538|0(1, 0, 0, 0(1), 0)|0|5|True|False|194|486|1
1539|1(0, 0, 0, 0(1), 0)|1|5|False|False|194|480|1
1540|0(0, 0, 0(0), 2, 0)|0|5|False|False|191|500|2
1541|0(0, 1, 1, 2, 0)|0|5|True|False|64|872|2
1542|0(1, 0, 1, 2, 0)|0|5|True|False|64|852|2
1543|1(0, 0, 1, 2, 0)|1|5|False|False|64|817|2
1544|0(0, 0(0), 0, 2, 0)|0|5|False|False|182|500|2
1545|0(1, 1, 0, 2, 0)|0|5|True|False|64|846|2
1546|1(0, 1, 0, 2, 0)|1|5|False|False|64|811|2
1547|0(0(0), 0, 0, 2, 0)|0|5|False|False|154|500|2
1548|1(1, 0, 0, 2, 0)|1|5|False|False|64|801|2
1549|2(0, 0, 0, 2, 0)|2|5|False|False|64|786|2
1550|0(0, 0, 2, 0(0), 0)|0|5|False|False|194|493|2
1551|0(0, 1, 0(0), 0(0), 0)|0|5|True|False|609|505|1
1552|0(1, 0, 0(0), 0(0), 0)|0|5|True|False|609|504|1
1553|1(0, 0, 0(0), 0(0), 0)|1|5|False|False|609|503|1
1554|0(0, 0(0), 1, 0(0), 0)|0|5|True|False|581|507|1
1555|0(1, 1, 1, 0(0), 0)|0|5|True|False|194|929|1
1556|1(0, 1, 1, 0(0), 0)|1|5|False|False|194|908|1
1557|0(0(0), 0, 1, 0(0), 0)|0|5|True|False|491|507|1
1558|1(1, 0, 1, 0(0), 0)|1|5|False|False|194|903|1
1559|2(0, 0, 1, 0(0), 0)|2|5|False|False|194|897|2
1560|0(0, 2, 0, 0(0), 0)|0|5|False|False|194|488|2
1561|0(1, 0(0), 0, 0(0), 0)|0|5|True|False|581|504|1
1562|1(0, 0(0), 0, 0(0), 0)|1|5|False|False|581|503|1
1563|0(0(0), 1, 0, 0(0), 0)|0|5|True|False|491|506|1
1564|1(1, 1, 0, 0(0), 0)|1|5|False|False|194|902|1
1565|2(0, 1, 0, 0(0), 0)|2|5|False|False|194|896|2
1566|0(2, 0, 0, 0(0), 0)|0|5|False|False|194|482|2
1567|1(0(0), 0, 0, 0(0), 0)|1|5|False|False|491|503|1
1568|2(1, 0, 0, 0(0), 0)|2|5|False|False|194|895|2
1569|3(0, 0, 0, 0(0), 0)|3|5|False|False|194|894|3
1570|0(0, 0, 0(1), 1, 0)|0|5|True|False|191|498|1
1571|0(0, 1, 2, 1, 0)|0|5|True|False|64|870|2
1572|0(1, 0, 2, 1, 0)|0|5|True|False|64|850|2
1573|1(0, 0, 2, 1, 0)|1|5|False|False|64|815|2
1574|0(0, 0(0), 0(0), 1, 0)|0|5|True|False|578|509|1
1575|0(1, 1, 0(0), 1, 0)|0|5|True|False|191|931|1
1576|1(0, 1, 0(0), 1, 0)|1|5|False|False|191|910|1
1577|0(0(0), 0, 0(0), 1, 0)|0|5|True|False|488|509|1
1578|1(1, 0, 0(0), 1, 0)|1|5|False|False|191|905|1
1579|2(0, 0, 0(0), 1, 0)|2|5|False|False|191|899|2
1580|0(0, 2, 1, 1, 0)|0|5|False|False|64|864|2
1581|0(1, 0(0), 1, 1, 0)|0|5|True|False|182|938|1
1582|1(0, 0(0), 1, 1, 0)|1|5|False|False|182|917|1
1583|0(0(0), 1, 1, 1, 0)|0|5|True|False|154|963|1
1584|1(1, 1, 1, 1, 0)|1|5|False|False|64|1486|1
1585|2(0, 1, 1, 1, 0)|2|5|False|False|64|1451|2
1586|0(2, 0, 1, 1, 0)|0|5|False|False|64|834|2
1587|1(0(0), 0, 1, 1, 0)|1|5|False|False|154|917|1
1588|2(1, 0, 1, 1, 0)|2|5|False|False|64|1441|2
1589|3(0, 0, 1, 1, 0)|3|5|False|False|64|1426|3
1590|0(0, 0(1), 0, 1, 0)|0|5|True|False|182|495|1
1591|0(1, 2, 0, 1, 0)|0|5|True|False|64|841|2
1592|1(0, 2, 0, 1, 0)|1|5|False|False|64|806|2
1593|0(0(0), 0(0), 0, 1, 0)|0|5|True|False|479|509|1
1594|1(1, 0(0), 0, 1, 0)|1|5|False|False|182|905|1
1595|2(0, 0(0), 0, 1, 0)|2|5|False|False|182|899|2
1596|0(2, 1, 0, 1, 0)|0|5|False|False|64|831|2
1597|1(0(0), 1, 0, 1, 0)|1|5|False|False|154|914|1
1598|2(1, 1, 0, 1, 0)|2|5|False|False|64|1438|2
1599|3(0, 1, 0, 1, 0)|3|5|False|False|64|1423|3
1600|0(0(1), 0, 0, 1, 0)|0|5|True|False|154|491|1
1601|1(2, 0, 0, 1, 0)|1|5|False|False|64|792|2
1602|2(0(0), 0, 0, 1, 0)|2|5|False|False|154|899|2
1603|3(1, 0, 0, 1, 0)|3|5|False|False|64|1419|3
1604|4(0, 0, 0, 1, 0)|4|5|False|False|64|1414|4
1605|0(0, 0, 1(0), 0, 0)|0|5|True|False|191|251|1
1606|0(0, 1, 0(1), 0, 0)|0|5|True|False|191|490|1
1607|0(1, 0, 0(1), 0, 0)|0|5|True|False|191|485|1
1608|1(0, 0, 0(1), 0, 0)|1|5|False|False|191|479|1
1609|0(0, 0(0), 2, 0, 0)|0|5|False|False|182|497|2
1610|0(1, 1, 2, 0, 0)|0|5|True|False|64|843|2
1611|1(0, 1, 2, 0, 0)|1|5|False|False|64|808|2
1612|0(0(0), 0, 2, 0, 0)|0|5|False|False|154|497|2
1613|1(1, 0, 2, 0, 0)|1|5|False|False|64|798|2
1614|2(0, 0, 2, 0, 0)|2|5|False|False|64|783|2
1615|0(0, 2, 0(0), 0, 0)|0|5|False|False|191|488|2
1616|0(1, 0(0), 0(0), 0, 0)|0|5|True|False|578|504|1
1617|1(0, 0(0), 0(0), 0, 0)|1|5|False|False|578|503|1
1618|0(0(0), 1, 0(0), 0, 0)|0|5|True|False|488|506|1
1619|1(1, 1, 0(0), 0, 0)|1|5|False|False|191|902|1
1620|2(0, 1, 0(0), 0, 0)|2|5|False|False|191|896|2
1621|0(2, 0, 0(0), 0, 0)|0|5|False|False|191|482|2
1622|1(0(0), 0, 0(0), 0, 0)|1|5|False|False|488|503|1
1623|2(1, 0, 0(0), 0, 0)|2|5|False|False|191|895|2
1624|3(0, 0, 0(0), 0, 0)|3|5|False|False|191|894|3
1625|0(0, 0(1), 1, 0, 0)|0|5|True|False|182|494|1
1626|0(1, 2, 1, 0, 0)|0|5|True|False|64|840|2
1627|1(0, 2, 1, 0, 0)|1|5|False|False|64|805|2
1628|0(0(0), 0(0), 1, 0, 0)|0|5|True|False|479|508|1
1629|1(1, 0(0), 1, 0, 0)|1|5|False|False|182|904|1
1630|2(0, 0(0), 1, 0, 0)|2|5|False|False|182|898|2
1631|0(2, 1, 1, 0, 0)|0|5|False|False|64|830|2
1632|1(0(0), 1, 1, 0, 0)|1|5|False|False|154|913|1
1633|2(1, 1, 1, 0, 0)|2|5|False|False|64|1437|2
1634|3(0, 1, 1, 0, 0)|3|5|False|False|64|1422|3
1635|0(0(1), 0, 1, 0, 0)|0|5|True|False|154|490|1
1636|1(2, 0, 1, 0, 0)|1|5|False|False|64|791|2
1637|2(0(0), 0, 1, 0, 0)|2|5|False|False|154|898|2
1638|3(1, 0, 1, 0, 0)|3|5|False|False|64|1418|3
1639|4(0, 0, 1, 0, 0)|4|5|False|False|64|1413|4
1640|0(0, 1(0), 0, 0, 0)|0|5|True|False|182|250|1
1641|0(1, 0(1), 0, 0, 0)|0|5|True|False|182|484|1
1642|1(0, 0(1), 0, 0, 0)|1|5|False|False|182|478|1
1643|0(0(0), 2, 0, 0, 0)|0|5|False|False|154|493|2
1644|1(1, 2, 0, 0, 0)|1|5|False|False|64|794|2
1645|2(0, 2, 0, 0, 0)|2|5|False|False|64|779|2
1646|0(2, 0(0), 0, 0, 0)|0|5|False|False|182|482|2
1647|1(0(0), 0(0), 0, 0, 0)|1|5|False|False|479|503|1
1648|2(1, 0(0), 0, 0, 0)|2|5|False|False|182|895|2
1649|3(0, 0(0), 0, 0, 0)|3|5|False|False|182|894|3
1650|0(0(1), 1, 0, 0, 0)|0|5|True|False|154|489|1
1651|1(2, 1, 0, 0, 0)|1|5|False|False|64|790|2
1652|2(0(0), 1, 0, 0, 0)|2|5|False|False|154|897|2
1653|3(1, 1, 0, 0, 0)|3|5|False|False|64|1417|3
1654|4(0, 1, 0, 0, 0)|4|5|False|False|64|1412|4
1655|0(1(0), 0, 0, 0, 0)|0|5|True|False|154|249|1
1656|1(0(1), 0, 0, 0, 0)|1|5|False|False|154|477|1
1657|2(2, 0, 0, 0, 0)|2|5|False|False|64|774|2
1658|3(0(0), 0, 0, 0, 0)|3|5|False|False|154|894|3
1659|4(1, 0, 0, 0, 0)|4|5|False|False|64|1411|4
1660|5(0, 0, 0, 0, 0)|5|5|False|False|64|1410|5
1661|0(0, 0, 0, 0, 0, 0(1))|0|6|True|False|624|510|1
1662|0(0, 0, 0, 0, 1, 2)|0|6|True|False|196|976|2
1663|0(0, 0, 0, 1, 0, 2)|0|6|True|False|196|973|2
1664|0(0, 0, 1, 0, 0, 2)|0|6|True|False|196|967|2
1665|0(0, 1, 0, 0, 0, 2)|0|6|True|False|196|957|2
1666|0(1, 0, 0, 0, 0, 2)|0|6|True|False|196|942|2
1667|1(0, 0, 0, 0, 0, 2)|1|6|False|False|196|921|2
1668|0(0, 0, 0, 0, 0(0), 0(0))|0|6|True|False|2049|511|0
1669|0(0, 0, 0, 1, 1, 0(0))|0|6|True|False|624|1005|1
1670|0(0, 0, 1, 0, 1, 0(0))|0|6|True|False|624|1001|1
1671|0(0, 1, 0, 0, 1, 0(0))|0|6|True|False|624|996|1
1672|0(1, 0, 0, 0, 1, 0(0))|0|6|True|False|624|990|1
1673|1(0, 0, 0, 0, 1, 0(0))|1|6|False|False|624|983|1
1674|0(0, 0, 0, 0(0), 0, 0(0))|0|6|True|False|2040|511|0
1675|0(0, 0, 1, 1, 0, 0(0))|0|6|True|False|624|1000|1
1676|0(0, 1, 0, 1, 0, 0(0))|0|6|True|False|624|995|1
1677|0(1, 0, 0, 1, 0, 0(0))|0|6|True|False|624|989|1
1678|1(0, 0, 0, 1, 0, 0(0))|1|6|False|False|624|982|1
1679|0(0, 0, 0(0), 0, 0, 0(0))|0|6|True|False|2012|511|0
1680|0(0, 1, 1, 0, 0, 0(0))|0|6|True|False|624|994|1
1681|0(1, 0, 1, 0, 0, 0(0))|0|6|True|False|624|988|1
1682|1(0, 0, 1, 0, 0, 0(0))|1|6|False|False|624|981|1
1683|0(0, 0(0), 0, 0, 0, 0(0))|0|6|True|False|1922|511|0
1684|0(1, 1, 0, 0, 0, 0(0))|0|6|True|False|624|987|1
1685|1(0, 1, 0, 0, 0, 0(0))|1|6|False|False|624|980|1
1686|0(0(0), 0, 0, 0, 0, 0(0))|0|6|True|False|1625|511|0
1687|1(1, 0, 0, 0, 0, 0(0))|1|6|False|False|624|979|1
1688|2(0, 0, 0, 0, 0, 0(0))|2|6|False|False|624|978|2
1689|0(0, 0, 0, 0, 2, 1)|0|6|False|False|196|975|2
1690|0(0, 0, 0, 1, 0(0), 1)|0|6|True|False|623|1007|1
1691|0(0, 0, 1, 0, 0(0), 1)|0|6|True|False|623|1003|1
1692|0(0, 1, 0, 0, 0(0), 1)|0|6|True|False|623|998|1
1693|0(1, 0, 0, 0, 0(0), 1)|0|6|True|False|623|992|1
1694|1(0, 0, 0, 0, 0(0), 1)|1|6|False|False|623|985|1
1695|0(0, 0, 0, 0(0), 1, 1)|0|6|True|False|620|1012|1
1696|0(0, 0, 1, 1, 1, 1)|0|6|True|False|196|1851|1
1697|0(0, 1, 0, 1, 1, 1)|0|6|True|False|196|1831|1
1698|0(1, 0, 0, 1, 1, 1)|0|6|True|False|196|1796|1
1699|1(0, 0, 0, 1, 1, 1)|1|6|False|False|196|1740|1
1700|0(0, 0, 0(0), 0, 1, 1)|0|6|True|False|611|1012|1
1701|0(0, 1, 1, 0, 1, 1)|0|6|True|False|196|1825|1
1702|0(1, 0, 1, 0, 1, 1)|0|6|True|False|196|1790|1
1703|1(0, 0, 1, 0, 1, 1)|1|6|False|False|196|1734|1
1704|0(0, 0(0), 0, 0, 1, 1)|0|6|True|False|583|1012|1
1705|0(1, 1, 0, 0, 1, 1)|0|6|True|False|196|1780|1
1706|1(0, 1, 0, 0, 1, 1)|1|6|False|False|196|1724|1
1707|0(0(0), 0, 0, 0, 1, 1)|0|6|True|False|493|1012|1
1708|1(1, 0, 0, 0, 1, 1)|1|6|False|False|196|1709|1
1709|2(0, 0, 0, 0, 1, 1)|2|6|False|False|196|1688|2
1710|0(0, 0, 0, 2, 0, 1)|0|6|False|False|196|970|2
1711|0(0, 0, 1, 0(0), 0, 1)|0|6|True|False|620|1003|1
1712|0(0, 1, 0, 0(0), 0, 1)|0|6|True|False|620|998|1
1713|0(1, 0, 0, 0(0), 0, 1)|0|6|True|False|620|992|1
1714|1(0, 0, 0, 0(0), 0, 1)|1|6|False|False|620|985|1
1715|0(0, 0, 0(0), 1, 0, 1)|0|6|True|False|611|1010|1
1716|0(0, 1, 1, 1, 0, 1)|0|6|True|False|196|1823|1
1717|0(1, 0, 1, 1, 0, 1)|0|6|True|False|196|1788|1
1718|1(0, 0, 1, 1, 0, 1)|1|6|False|False|196|1732|1
1719|0(0, 0(0), 0, 1, 0, 1)|0|6|True|False|583|1010|1
1720|0(1, 1, 0, 1, 0, 1)|0|6|True|False|196|1778|1
1721|1(0, 1, 0, 1, 0, 1)|1|6|False|False|196|1722|1
1722|0(0(0), 0, 0, 1, 0, 1)|0|6|True|False|493|1010|1
1723|1(1, 0, 0, 1, 0, 1)|1|6|False|False|196|1707|1
1724|2(0, 0, 0, 1, 0, 1)|2|6|False|False|196|1686|2
1725|0(0, 0, 2, 0, 0, 1)|0|6|False|False|196|961|2
1726|0(0, 1, 0(0), 0, 0, 1)|0|6|True|False|611|998|1
1727|0(1, 0, 0(0), 0, 0, 1)|0|6|True|False|611|992|1
1728|1(0, 0, 0(0), 0, 0, 1)|1|6|False|False|611|985|1
1729|0(0, 0(0), 1, 0, 0, 1)|0|6|True|False|583|1007|1
1730|0(1, 1, 1, 0, 0, 1)|0|6|True|False|196|1775|1
1731|1(0, 1, 1, 0, 0, 1)|1|6|False|False|196|1719|1
1732|0(0(0), 0, 1, 0, 0, 1)|0|6|True|False|493|1007|1
1733|1(1, 0, 1, 0, 0, 1)|1|6|False|False|196|1704|1
1734|2(0, 0, 1, 0, 0, 1)|2|6|False|False|196|1683|2
1735|0(0, 2, 0, 0, 0, 1)|0|6|False|False|196|947|2
1736|0(1, 0(0), 0, 0, 0, 1)|0|6|True|False|583|992|1
1737|1(0, 0(0), 0, 0, 0, 1)|1|6|False|False|583|985|1
1738|0(0(0), 1, 0, 0, 0, 1)|0|6|True|False|493|1003|1
1739|1(1, 1, 0, 0, 0, 1)|1|6|False|False|196|1700|1
1740|2(0, 1, 0, 0, 0, 1)|2|6|False|False|196|1679|2
1741|0(2, 0, 0, 0, 0, 1)|0|6|False|False|196|927|2
1742|1(0(0), 0, 0, 0, 0, 1)|1|6|False|False|493|985|1
1743|2(1, 0, 0, 0, 0, 1)|2|6|False|False|196|1674|2
1744|3(0, 0, 0, 0, 0, 1)|3|6|False|False|196|1668|3
1745|0(0, 0, 0, 0, 0(1), 0)|0|6|True|False|623|509|1
1746|0(0, 0, 0, 1, 2, 0)|0|6|True|False|196|971|2
1747|0(0, 0, 1, 0, 2, 0)|0|6|True|False|196|965|2
1748|0(0, 1, 0, 0, 2, 0)|0|6|True|False|196|955|2
1749|0(1, 0, 0, 0, 2, 0)|0|6|True|False|196|940|2
1750|1(0, 0, 0, 0, 2, 0)|1|6|False|False|196|919|2
1751|0(0, 0, 0, 0(0), 0(0), 0)|0|6|True|False|2039|511|0
1752|0(0, 0, 1, 1, 0(0), 0)|0|6|True|False|623|1000|1
1753|0(0, 1, 0, 1, 0(0), 0)|0|6|True|False|623|995|1
1754|0(1, 0, 0, 1, 0(0), 0)|0|6|True|False|623|989|1
1755|1(0, 0, 0, 1, 0(0), 0)|1|6|False|False|623|982|1
1756|0(0, 0, 0(0), 0, 0(0), 0)|0|6|True|False|2011|511|0
1757|0(0, 1, 1, 0, 0(0), 0)|0|6|True|False|623|994|1
